number,code,country_code,team,player_name,section,sticker_type,is_special,source_name,source_url,verified_at
249,CPV 9,CPV,Cape Verde,Yannick Semedo,Cape Verde,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/cape-verde-9-yannick-semedo,
250,CPV 10,CPV,Cape Verde,Kevin Pina,Cape Verde,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/cape-verde-10-kevin-pina,
251,CPV 11,CPV,Cape Verde,Patrick Andrade,Cape Verde,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/cape-verde-11-patrick-andrade,
252,CPV 12,CPV,Cape Verde,Jamiro Monteiro,Cape Verde,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/cape-verde-12-jamiro-monteiro,
253,CPV 13,CPV,Cape Verde,Team Photo,Cape Verde,team_photo,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/cape-verde-13-team-photo,
254,CPV 14,CPV,Cape Verde,Deroy Duarte,Cape Verde,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/cape-verde-14-deroy-duarte,
255,CPV 15,CPV,Cape Verde,Garry Rodrigues,Cape Verde,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/cape-verde-15-garry-rodrigues,
256,CPV 16,CPV,Cape Verde,Jovane Cabral,Cape Verde,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/cape-verde-16-jovane-cabral,
257,CPV 17,CPV,Cape Verde,Ryan Mendes,Cape Verde,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/cape-verde-17-ryan-mendes,
258,CPV 18,CPV,Cape Verde,Dailon Livramento,Cape Verde,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/cape-verde-18-dailon-livramento,
259,CPV 19,CPV,Cape Verde,Willy Semedo,Cape Verde,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/cape-verde-19-willy-semedo,
260,CPV 20,CPV,Cape Verde,Bebe,Cape Verde,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/cape-verde-20-bebe,
261,CRO 1,CRO,Croatia,Team Logo,Croatia,team_logo,true,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/croatia-1-team-logo,
262,CRO 2,CRO,Croatia,Dominik Livaković,Croatia,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/croatia-2-dominik-livakovic,
263,CRO 3,CRO,Croatia,Duje Caleta-Car,Croatia,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/croatia-3-duje-caleta-car,
264,CRO 4,CRO,Croatia,Josko Gvardiol,Croatia,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/croatia-4-josko-gvardiol,
265,CRO 5,CRO,Croatia,Josip Stanišić,Croatia,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/croatia-5-josip-stanisic,
266,CRO 6,CRO,Croatia,Luka Vušković,Croatia,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/croatia-6-luka-vuskovic,
267,CRO 7,CRO,Croatia,Josip Sutalo,Croatia,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/croatia-7-josip-sutalo,
268,CRO 8,CRO,Croatia,Kristijan Jakic,Croatia,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/croatia-8-kristijan-jakic,
269,CRO 9,CRO,Croatia,Luka Modrić,Croatia,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/croatia-9-luka-modric,
270,CRO 10,CRO,Croatia,Mateo Kovacic,Croatia,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/croatia-10-mateo-kovacic,
271,CRO 11,CRO,Croatia,Martin Baturina,Croatia,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/croatia-11-martin-baturina,
272,CRO 12,CRO,Croatia,Lovro Majer,Croatia,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/croatia-12-lovro-majer,
273,CRO 13,CRO,Croatia,Team Photo,Croatia,team_photo,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/croatia-13-team-photo,
274,CRO 14,CRO,Croatia,Mario Pasalic,Croatia,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/croatia-14-mario-pasalic,
275,CRO 15,CRO,Croatia,Petar Sucic,Croatia,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/croatia-15-petar-sucic,
276,CRO 16,CRO,Croatia,Ivan Perišić,Croatia,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/croatia-16-ivan-perisic,
277,CRO 17,CRO,Croatia,Marco Pasalic,Croatia,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/croatia-17-marco-pasalic,
278,CRO 18,CRO,Croatia,Ante Budimir,Croatia,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/croatia-18-ante-budimir,
279,CRO 19,CRO,Croatia,Andrej Kramarić,Croatia,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/croatia-19-andrej-kramaric,
280,CRO 20,CRO,Croatia,Franjo Ivanovic,Croatia,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/croatia-20-franjo-ivanovic,
281,CUW 1,CUW,Curaçao,Team Logo,Curaçao,team_logo,true,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/curacao-1-team-logo,
282,CUW 2,CUW,Curaçao,Eloy Room,Curaçao,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/curacao-2-eloy-room,
283,CUW 3,CUW,Curaçao,Armando Obispo,Curaçao,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/curacao-3-armando-obispo,
284,CUW 4,CUW,Curaçao,Sherel Floranus,Curaçao,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/curacao-4-sherel-floranus,
285,CUW 5,CUW,Curaçao,Jurien Gaari,Curaçao,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/curacao-5-jurien-gaari,
286,CUW 6,CUW,Curaçao,Joshua Brenet,Curaçao,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/curacao-6-joshua-brenet,
287,CUW 7,CUW,Curaçao,Roshon Van Eijma,Curaçao,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/curacao-7-roshon-van-eijma,
288,CUW 8,CUW,Curaçao,Shurandy Sambo,Curaçao,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/curacao-8-shurandy-sambo,
289,CUW 9,CUW,Curaçao,Livano Comenencia,Curaçao,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/curacao-9-livano-comenencia,
290,CUW 10,CUW,Curaçao,Godfried Roemeratoe,Curaçao,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/curacao-10-godfried-roemeratoe,
291,CUW 11,CUW,Curaçao,Juninho Bacuna,Curaçao,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/curacao-11-juninho-bacuna,
292,CUW 12,CUW,Curaçao,Leandro Bacuna,Curaçao,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/curacao-12-leandro-bacuna,
293,CUW 13,CUW,Curaçao,Team Photo,Curaçao,team_photo,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/curacao-13-team-photo,
294,CUW 14,CUW,Curaçao,Tahith Chong,Curaçao,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/curacao-14-tahith-chong,
295,CUW 15,CUW,Curaçao,Kenji Gorre,Curaçao,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/curacao-15-kenji-gorre,
296,CUW 16,CUW,Curaçao,Jearl Margaritha,Curaçao,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/curacao-16-jearl-margaritha,
297,CUW 17,CUW,Curaçao,Jurgen Locadia,Curaçao,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/curacao-17-jurgen-locadia,
298,CUW 18,CUW,Curaçao,Jeremy Antonisse,Curaçao,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/curacao-18-jeremy-antonisse,
299,CUW 19,CUW,Curaçao,Gervane Kastaneer,Curaçao,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/curacao-19-gervane-kastaneer,
300,CUW 20,CUW,Curaçao,Sontje Hansen,Curaçao,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/curacao-20-sontje-hansen,
301,CZE 1,CZE,Czechia,Team Logo,Czechia,team_logo,true,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/czechia-1-team-logo,
302,CZE 2,CZE,Czechia,Matej Kovar,Czechia,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/czechia-2-matej-kovar,
303,CZE 3,CZE,Czechia,Jindrich Stanek,Czechia,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/czechia-3-jindrich-stanek,
304,CZE 4,CZE,Czechia,Ladislav Krejci,Czechia,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/czechia-4-ladislav-krejci,
305,CZE 5,CZE,Czechia,Vladimir Coufal,Czechia,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/czechia-5-vladimir-coufal,
306,CZE 6,CZE,Czechia,Jaroslav Zeleny,Czechia,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/czechia-6-jaroslav-zeleny,
307,CZE 7,CZE,Czechia,Tomas Holes,Czechia,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/czechia-7-tomas-holes,
308,CZE 8,CZE,Czechia,David Zima,Czechia,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/czechia-8-david-zima,
309,CZE 9,CZE,Czechia,Michal Sadilek,Czechia,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/czechia-9-michal-sadilek,
310,CZE 10,CZE,Czechia,Lukas Provod,Czechia,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/czechia-10-lukas-provod,
311,CZE 11,CZE,Czechia,Lukas Cerv,Czechia,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/czechia-11-lukas-cerv,
312,CZE 12,CZE,Czechia,Tomas Soucek,Czechia,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/czechia-12-tomas-soucek,
313,CZE 13,CZE,Czechia,Team Photo,Czechia,team_photo,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/czechia-13-team-photo,
314,CZE 14,CZE,Czechia,Pavel Sulc,Czechia,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/czechia-14-pavel-sulc,
315,CZE 15,CZE,Czechia,Matej Vydra,Czechia,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/czechia-15-matej-vydra,
316,CZE 16,CZE,Czechia,Vasil Kusej,Czechia,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/czechia-16-vasil-kusej,
317,CZE 17,CZE,Czechia,Tomas Chory,Czechia,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/czechia-17-tomas-chory,
318,CZE 18,CZE,Czechia,Vaclav Cerny,Czechia,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/czechia-18-vaclav-cerny,
319,CZE 19,CZE,Czechia,Adam Hlozek,Czechia,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/czechia-19-adam-hlozek,
320,CZE 20,CZE,Czechia,Patrik Schick,Czechia,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/czechia-20-patrik-schick,
321,ECU 1,ECU,Ecuador,Team Logo,Ecuador,team_logo,true,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/ecuador-1-team-logo,
322,ECU 2,ECU,Ecuador,Hernán Galíndez,Ecuador,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/ecuador-2-hernan-galindez,
323,ECU 3,ECU,Ecuador,Gonzalo Valle,Ecuador,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/ecuador-3-gonzalo-valle,
324,ECU 4,ECU,Ecuador,Piero Hincapié,Ecuador,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/ecuador-4-piero-hincapie,
325,ECU 5,ECU,Ecuador,Pervis Estupiñán,Ecuador,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/ecuador-5-pervis-estupinan,
326,ECU 6,ECU,Ecuador,Willian Pacho,Ecuador,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/ecuador-6-willian-pacho,
327,ECU 7,ECU,Ecuador,Ángelo Preciado,Ecuador,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/ecuador-7-angelo-preciado,
328,ECU 8,ECU,Ecuador,Joel Ordóñez,Ecuador,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/ecuador-8-joel-ordonez,
329,ECU 9,ECU,Ecuador,Moises Caicedo,Ecuador,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/ecuador-9-moises-caicedo,
330,ECU 10,ECU,Ecuador,Alan Franco,Ecuador,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/ecuador-10-alan-franco,
331,ECU 11,ECU,Ecuador,Kendry Paez,Ecuador,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/ecuador-11-kendry-paez,
332,ECU 12,ECU,Ecuador,Pedro Vite,Ecuador,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/ecuador-12-pedro-vite,
333,ECU 13,ECU,Ecuador,Team Photo,Ecuador,team_photo,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/ecuador-13-team-photo,
334,ECU 14,ECU,Ecuador,John Veboah,Ecuador,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/ecuador-14-john-veboah,
335,ECU 15,ECU,Ecuador,Leonardo Campana,Ecuador,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/ecuador-15-leonardo-campana,
336,ECU 16,ECU,Ecuador,Gonzalo Plata,Ecuador,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/ecuador-16-gonzalo-plata,
337,ECU 17,ECU,Ecuador,Nilson Angulo,Ecuador,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/ecuador-17-nilson-angulo,
338,ECU 18,ECU,Ecuador,Alan Minda,Ecuador,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/ecuador-18-alan-minda,
339,ECU 19,ECU,Ecuador,Kevin Rodriguez,Ecuador,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/ecuador-19-kevin-rodriguez,
340,ECU 20,ECU,Ecuador,Enner Valencia,Ecuador,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/ecuador-20-enner-valencia,
341,EGY 1,EGY,Egypt,Team Logo,Egypt,team_logo,true,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/egypt-1-team-logo,
342,EGY 2,EGY,Egypt,Mohamed El Shenawy,Egypt,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/egypt-2-mohamed-el-shenawy,
343,EGY 3,EGY,Egypt,Mohamed Hany,Egypt,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/egypt-3-mohamed-hany,
344,EGY 4,EGY,Egypt,Mohamed Hamdy,Egypt,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/egypt-4-mohamed-hamdy,
345,EGY 5,EGY,Egypt,Yasser Ibrahim,Egypt,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/egypt-5-yasser-ibrahim,
346,EGY 6,EGY,Egypt,Khaled Sobhi,Egypt,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/egypt-6-khaled-sobhi,
347,EGY 7,EGY,Egypt,Ramy Rabia,Egypt,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/egypt-7-ramy-rabia,
348,EGY 8,EGY,Egypt,Hossam Abdelmaguid,Egypt,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/egypt-8-hossam-abdelmaguid,
349,EGY 9,EGY,Egypt,Ahmed Fatouh,Egypt,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/egypt-9-ahmed-fatouh,
350,EGY 10,EGY,Egypt,Marwan Attia,Egypt,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/egypt-10-marwan-attia,
351,EGY 11,EGY,Egypt,Zizo,Egypt,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/egypt-11-zizo,
352,EGY 12,EGY,Egypt,Hamdy Fathy,Egypt,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/egypt-12-hamdy-fathy,
353,EGY 13,EGY,Egypt,Team Photo,Egypt,team_photo,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/egypt-13-team-photo,
354,EGY 14,EGY,Egypt,Mohamed Lasheen,Egypt,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/egypt-14-mohamed-lasheen,
355,EGY 15,EGY,Egypt,Emam Ashour,Egypt,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/egypt-15-emam-ashour,
356,EGY 16,EGY,Egypt,Osama Faisal,Egypt,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/egypt-16-osama-faisal,
357,EGY 17,EGY,Egypt,Mohamed Salah,Egypt,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/egypt-17-mohamed-salah,
358,EGY 18,EGY,Egypt,Mostafa Mohamed,Egypt,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/egypt-18-mostafa-mohamed,
359,EGY 19,EGY,Egypt,Trezeguet,Egypt,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/egypt-19-trezeguet,
360,EGY 20,EGY,Egypt,Omar Marmoush,Egypt,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/egypt-20-omar-marmoush,
361,ENG 1,ENG,England,Team Logo,England,team_logo,true,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/england-1-team-logo,
362,ENG 2,ENG,England,Jordan Pickford,England,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/england-2-jordan-pickford,
363,ENG 3,ENG,England,John Stones,England,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/england-3-john-stones,
364,ENG 4,ENG,England,Marc Guéhi,England,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/england-4-marc-guehi,
365,ENG 5,ENG,England,Ezri Konsa,England,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/england-5-ezri-konsa,
366,ENG 6,ENG,England,Trent Alexander-Arnold,England,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/england-6-trent-alexander-arnold,
367,ENG 7,ENG,England,Reece James,England,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/england-7-reece-james,
368,ENG 8,ENG,England,Dan Burn,England,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/england-8-dan-burn,
369,ENG 9,ENG,England,Jordan Henderson,England,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/england-9-jordan-henderson,
370,ENG 10,ENG,England,Declan Rice,England,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/england-10-declan-rice,
371,ENG 11,ENG,England,Jude Bellingham,England,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/england-11-jude-bellingham,
372,ENG 12,ENG,England,Cole Palmer,England,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/england-12-cole-palmer,
373,ENG 13,ENG,England,Team Photo,England,team_photo,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/england-13-team-photo,
374,ENG 14,ENG,England,Morgan Rogers,England,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/england-14-morgan-rogers,
375,ENG 15,ENG,England,Anthony Gordon,England,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/england-15-anthony-gordon,
376,ENG 16,ENG,England,Phil Foden,England,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/england-16-phil-foden,
377,ENG 17,ENG,England,Bukayo Saka,England,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/england-17-bukayo-saka,
378,ENG 18,ENG,England,Harry Kane,England,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/england-18-harry-kane,
379,ENG 19,ENG,England,Marcus Rashford,England,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/england-19-marcus-rashford,
380,ENG 20,ENG,England,Ollie Watkins,England,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/england-20-ollie-watkins,
381,ESP 1,ESP,Spain,Team Logo,Spain,team_logo,true,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/spain-1-team-logo,
382,ESP 2,ESP,Spain,Unai Simon,Spain,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/spain-2-unai-simon,
383,ESP 3,ESP,Spain,Robin Le Normand,Spain,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/spain-3-robin-le-normand,
384,ESP 4,ESP,Spain,Aymeric Laporte,Spain,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/spain-4-aymeric-laporte,
385,ESP 5,ESP,Spain,Dean Huijsen,Spain,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/spain-5-dean-huijsen,
386,ESP 6,ESP,Spain,Pedro Porro,Spain,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/spain-6-pedro-porro,
387,ESP 7,ESP,Spain,Dani Carvajal,Spain,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/spain-7-dani-carvajal,
388,ESP 8,ESP,Spain,Marc Cucurella,Spain,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/spain-8-marc-cucurella,
389,ESP 9,ESP,Spain,Martín Zubimendi,Spain,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/spain-9-martin-zubimendi,
390,ESP 10,ESP,Spain,Rodri,Spain,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/spain-10-rodri,
391,ESP 11,ESP,Spain,Pedri,Spain,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/spain-11-pedri,
392,ESP 12,ESP,Spain,Fabian Ruiz,Spain,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/spain-12-fabian-ruiz,
393,ESP 13,ESP,Spain,Team Photo,Spain,team_photo,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/spain-13-team-photo,
394,ESP 14,ESP,Spain,Mikel Merino,Spain,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/spain-14-mikel-merino,
395,ESP 15,ESP,Spain,Lamine Yamal,Spain,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/spain-15-lamine-yamal,
396,ESP 16,ESP,Spain,Dani Olmo,Spain,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/spain-16-dani-olmo,
397,ESP 17,ESP,Spain,Nico Williams,Spain,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/spain-17-nico-williams,
398,ESP 18,ESP,Spain,Ferran Torres,Spain,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/spain-18-ferran-torres,
399,ESP 19,ESP,Spain,Álvaro Morata,Spain,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/spain-19-alvaro-morata,
400,ESP 20,ESP,Spain,Mikel Oyarzabal,Spain,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/spain-20-mikel-oyarzabal,
401,FRA 1,FRA,France,Team Logo,France,team_logo,true,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/france-1-team-logo,
402,FRA 2,FRA,France,Mike Maignan,France,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/france-2-mike-maignan,
403,FRA 3,FRA,France,Theo Hernandez,France,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/france-3-theo-hernandez,
404,FRA 4,FRA,France,William Saliba,France,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/france-4-william-saliba,
405,FRA 5,FRA,France,Jules Kounde,France,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/france-5-jules-kounde,
406,FRA 6,FRA,France,Ibrahima Konate,France,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/france-6-ibrahima-konate,
407,FRA 7,FRA,France,Dayot Upamecano,France,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/france-7-dayot-upamecano,
408,FRA 8,FRA,France,Lucas Digne,France,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/france-8-lucas-digne,
409,FRA 9,FRA,France,Aurélien Tchouaméni,France,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/france-9-aurelien-tchouameni,
410,FRA 10,FRA,France,Eduardo Camavinga,France,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/france-10-eduardo-camavinga,
411,FRA 11,FRA,France,Manu Kone,France,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/france-11-manu-kone,
412,FRA 12,FRA,France,Adrien Rabiot,France,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/france-12-adrien-rabiot,
413,FRA 13,FRA,France,Team Photo,France,team_photo,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/france-13-team-photo,
414,FRA 14,FRA,France,Michael Olise,France,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/france-14-michael-olise,
415,FRA 15,FRA,France,Ousmane Dembele,France,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/france-15-ousmane-dembele,
416,FRA 16,FRA,France,Bradley Barcola,France,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/france-16-bradley-barcola,
417,FRA 17,FRA,France,Désiré Doué,France,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/france-17-desire-doue,
418,FRA 18,FRA,France,Kingsley Coman,France,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/france-18-kingsley-coman,
419,FRA 19,FRA,France,Hugo Ekitike,France,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/france-19-hugo-ekitike,
420,FRA 20,FRA,France,Kylian Mbappe,France,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/france-20-kylian-mbappe,
421,GER 1,GER,Germany,Team Logo,Germany,team_logo,true,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/germany-1-team-logo,
422,GER 2,GER,Germany,Marc-André ter Stegen,Germany,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/germany-2-marc-andre-ter-stegen,
423,GER 3,GER,Germany,Jonathan Tah,Germany,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/germany-3-jonathan-tah,
424,GER 4,GER,Germany,David Raum,Germany,player,false,Scanini Panini World Cup 2026 checklist,https://scanini.app/stickers/germany-4-david-raum,
